name,rank,lineage
Oceanicoccus,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Cellvibrionales__1706369;f__Spongiibacteraceae__1706375;g__Oceanicoccus__1084558
Fictibacillus,genus,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Bacillaceae__186817;g__Fictibacillus__1329200
Ulvibacter,genus,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Flavobacteriaceae__49546;g__Ulvibacter__237444
Marinimicrobium agarilyticum,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Cellvibrionales__1706369;f__Cellvibrionaceae__1706371;g__Marinimicrobium__359337;s__Marinimicrobium agarilyticum__306546
Algoriphagus marincola,species,sk__Bacteria__2;p__Bacteroidota__976;c__Cytophagia__768503;o__Cytophagales__768507;f__Cyclobacteriaceae__563798;g__Algoriphagus__246875;s__Algoriphagus marincola__264027
Halioglobus,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Cellvibrionales__1706369;f__Halieaceae__1706372;g__Halioglobus__1217416
Marinimicrobium,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Cellvibrionales__1706369;f__Cellvibrionaceae__1706371;g__Marinimicrobium__359337
Vibrio xuii,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Vibrionales__135623;f__Vibrionaceae__641;g__Vibrio__662;s__Vibrio xuii__170661
Halomonas meridiana,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Oceanospirillales__135619;f__Halomonadaceae__28256;g__Halomonas__2745;s__Halomonas meridiana__29570
Parasphaerochaeta coccoides,species,sk__Bacteria__2;p__Spirochaetota__203691;c__Spirochaetia__203692;o__Spirochaetales__136;f__Sphaerochaetaceae__2791015;g__Parasphaerochaeta__3062336;s__Parasphaerochaeta coccoides__273376
Sulfurospirillum halorespirans,species,sk__Bacteria__2;p__Campylobacterota__29547;c__Epsilonproteobacteria__3031852;o__Campylobacterales__213849;f__Sulfurospirillaceae__2932623;g__Sulfurospirillum__57665;s__Sulfurospirillum halorespirans__194424
Chlorobium phaeovibrioides,species,sk__Bacteria__2;p__Chlorobiota__1090;c__Chlorobiia__191410;o__Chlorobiales__191411;f__Chlorobiaceae__191412;g__Chlorobium__1091;s__Chlorobium phaeovibrioides__1094
Sporolactobacillus laevolacticus,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Sporolactobacillaceae__186821;g__Sporolactobacillus__2077;s__Sporolactobacillus laevolacticus__33018
Sediminispirochaeta bajacaliforniensis,species,sk__Bacteria__2;p__Spirochaetota__203691;c__Spirochaetia__203692;o__Spirochaetales__136;f__Spirochaetaceae__137;g__Sediminispirochaeta__1911556;s__Sediminispirochaeta bajacaliforniensis__148
Aggregatibacter actinomycetemcomitans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pasteurellales__135625;f__Pasteurellaceae__712;g__Aggregatibacter__416916;s__Aggregatibacter actinomycetemcomitans__714
[Clostridium] methoxybenzovorans,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553;s__[Clostridium] methoxybenzovorans__81424
Sphingobacterium lactis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Sphingobacteriia__117747;o__Sphingobacteriales__200666;f__Sphingobacteriaceae__84566;g__Sphingobacterium__28453;s__Sphingobacterium lactis__797291
Microbulbifer,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Cellvibrionales__1706369;f__Microbulbiferaceae__1706373;g__Microbulbifer__48073
Desulforapulum,genus,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfobacteria__3024418;o__Desulfobacterales__213118;f__Desulfobacteraceae__213119;g__Desulforapulum__2904687
Cruoricaptor ignavus,species,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Weeksellaceae__2762318;g__Cruoricaptor__1433995;s__Cruoricaptor ignavus__1118202
Flavobacterium micromati,species,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Flavobacteriaceae__49546;g__Flavobacterium__237;s__Flavobacterium micromati__229205
Micrococcus aloeverae,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Micrococcaceae__1268;g__Micrococcus__1269;s__Micrococcus aloeverae__1391911
Desulforapulum autotrophicum,species,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfobacteria__3024418;o__Desulfobacterales__213118;f__Desulfobacteraceae__213119;g__Desulforapulum__2904687;s__Desulforapulum autotrophicum__2296
Desulfonauticus,genus,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfovibrionia__3031449;o__Desulfovibrionales__213115;f__Desulfonauticaceae__2956789;g__Desulfonauticus__206664
Leptospirillum ferriphilum,species,sk__Bacteria__2;p__Nitrospirota__40117;c__Nitrospiria__203693;o__Nitrospirales__189778;f__Nitrospiraceae__189779;g__Leptospirillum__179;s__Leptospirillum ferriphilum__178606
Campylobacter coli,species,sk__Bacteria__2;p__Campylobacterota__29547;c__Epsilonproteobacteria__3031852;o__Campylobacterales__213849;f__Campylobacteraceae__72294;g__Campylobacter__194;s__Campylobacter coli__195
Methylophaga marina,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Thiotrichales__72273;f__Piscirickettsiaceae__135616;g__Methylophaga__40222;s__Methylophaga marina__45495
Psychromonas marina,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Alteromonadales__135622;f__Psychromonadaceae__267894;g__Psychromonas__67572;s__Psychromonas marina__88364
Leucobacter tardus,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Microbacteriaceae__85023;g__Leucobacter__55968;s__Leucobacter tardus__501483
Gemmobacter aquaticus,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rhodobacterales__204455;f__Paracoccaceae__31989;g__Gemmobacter__204456;s__Gemmobacter aquaticus__490185
Budvicia,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Budviciaceae__1903416;g__Budvicia__82978
Vibrio maritimus,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Vibrionales__135623;f__Vibrionaceae__641;g__Vibrio__662;s__Vibrio maritimus__990268
Ornithinimicrobium humiphilum,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Ornithinimicrobiaceae__2805590;g__Ornithinimicrobium__125287;s__Ornithinimicrobium humiphilum__125288
Gemmobacter,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rhodobacterales__204455;f__Paracoccaceae__31989;g__Gemmobacter__204456
Paracoccus sp. MBIC3345,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rhodobacterales__204455;f__Paracoccaceae__31989;g__Paracoccus__265;s__Paracoccus sp. MBIC3345__792640
Anaerococcus octavius,species,sk__Bacteria__2;p__Bacillota__1239;c__Tissierellia__1737404;o__Tissierellales__1737405;f__Peptoniphilaceae__1570339;g__Anaerococcus__165779;s__Anaerococcus octavius__54007
Psychromonas agarivorans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Alteromonadales__135622;f__Psychromonadaceae__267894;g__Psychromonas__67572;s__Psychromonas agarivorans__493381
Kribbella catacumbae,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Propionibacteriales__85009;f__Kribbellaceae__2726069;g__Kribbella__182639;s__Kribbella catacumbae__460086
Kytococcaceae,family,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Kytococcaceae__2805426
Peptoniphilus tyrrelliae,species,sk__Bacteria__2;p__Bacillota__1239;c__Tissierellia__1737404;o__Tissierellales__1737405;f__Peptoniphilaceae__1570339;g__Peptoniphilus__162289;s__Peptoniphilus tyrrelliae__755171
Halobacillus,genus,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Bacillaceae__186817;g__Halobacillus__45667
Cutibacterium granulosum,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Propionibacteriales__85009;f__Propionibacteriaceae__31957;g__Cutibacterium__1912216;s__Cutibacterium granulosum__33011
Blattabacterium,genus,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Blattabacteriaceae__39782;g__Blattabacterium__34098
Pandoraea thiooxydans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Burkholderiaceae__119060;g__Pandoraea__93217;s__Pandoraea thiooxydans__445709
Centipeda periodontii,species,sk__Bacteria__2;p__Bacillota__1239;c__Negativicutes__909932;o__Selenomonadales__909929;f__Selenomonadaceae__1843491;g__Centipeda__82202;s__Centipeda periodontii__82203
Photorhabdus,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Morganellaceae__1903414;g__Photorhabdus__29487
Cruoricaptor,genus,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Weeksellaceae__2762318;g__Cruoricaptor__1433995
Salinisphaeraceae,family,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Salinisphaerales__742030;f__Salinisphaeraceae__742031
Paenibacillaceae bacterium YIM 71082,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Paenibacillaceae__186822;s__Paenibacillaceae bacterium YIM 71082__1644123
Ulvibacter antarcticus,species,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Flavobacteriaceae__49546;g__Ulvibacter__237444;s__Ulvibacter antarcticus__442714
Halomonas sp.,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Oceanospirillales__135619;f__Halomonadaceae__28256;g__Halomonas__2745;s__Halomonas sp.__1486246
Providencia sp. BIHB 1402,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Morganellaceae__1903414;g__Providencia__586;s__Providencia sp. BIHB 1402__1034636
Microbulbifer rhizosphaerae,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Cellvibrionales__1706369;f__Microbulbiferaceae__1706373;g__Microbulbifer__48073;s__Microbulbifer rhizosphaerae__1562603
Desulfatibacillum,genus,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfobacteria__3024418;o__Desulfobacterales__213118;f__Desulfatibacillaceae__3031627;g__Desulfatibacillum__218207
Treponema denticola,species,sk__Bacteria__2;p__Spirochaetota__203691;c__Spirochaetia__203692;o__Spirochaetales__136;f__Treponemataceae__2845253;g__Treponema__157;s__Treponema denticola__158
Photorhabdus asymbiotica,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Morganellaceae__1903414;g__Photorhabdus__29487;s__Photorhabdus asymbiotica__291112
Flavobacterium sp. KCTC 42148,species,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Flavobacteriaceae__49546;g__Flavobacterium__237;s__Flavobacterium sp. KCTC 42148__1616802
Exiguobacterium sp. MH3,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;g__Exiguobacterium__33986;s__Exiguobacterium sp. MH3__1399115
Sphingomonas paucimobilis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Sphingomonadales__204457;f__Sphingomonadaceae__41297;g__Sphingomonas__13687;s__Sphingomonas paucimobilis__13689
Thermobispora,genus,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Streptosporangiales__85012;f__Streptosporangiaceae__2004;g__Thermobispora__147067
Bruguierivoracaceae,family,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Bruguierivoracaceae__2812006
Vibrio chagasii,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Vibrionales__135623;f__Vibrionaceae__641;g__Vibrio__662;s__Vibrio chagasii__170679
Neptunomonas naphthovorans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Oceanospirillales__135619;f__Oceanospirillaceae__135620;g__Neptunomonas__75687;s__Neptunomonas naphthovorans__75688
Streptomyces paraguayensis,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kitasatosporales__85011;f__Streptomycetaceae__2062;g__Streptomyces__1883;s__Streptomyces paraguayensis__68251
Calidithermus chliarophilus,species,sk__Bacteria__2;p__Deinococcota__1297;c__Deinococci__188787;o__Thermales__68933;f__Thermaceae__188786;g__Calidithermus__2747271;s__Calidithermus chliarophilus__52023
Budviciaceae,family,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Budviciaceae__1903416
Alkalidesulfovibrio alkalitolerans,species,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfovibrionia__3031449;o__Desulfovibrionales__213115;f__Desulfovibrionaceae__194924;g__Alkalidesulfovibrio__2950009;s__Alkalidesulfovibrio alkalitolerans__293256
Suttonella,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Cardiobacteriales__135615;f__Cardiobacteriaceae__868;g__Suttonella__13275
Treponema pectinovorum,species,sk__Bacteria__2;p__Spirochaetota__203691;c__Spirochaetia__203692;o__Spirochaetales__136;f__Treponemataceae__2845253;g__Treponema__157;s__Treponema pectinovorum__164
Micrococcus endophyticus,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Micrococcaceae__1268;g__Micrococcus__1269;s__Micrococcus endophyticus__455343
Kytococcus,genus,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Kytococcaceae__2805426;g__Kytococcus__57499
Desulfofundulus thermoacetoxidans,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Peptococcaceae__186807;g__Desulfofundulus__2282741;s__Desulfofundulus thermoacetoxidans__58136
Sphingobacterium sp. KMM 6384,species,sk__Bacteria__2;p__Bacteroidota__976;c__Sphingobacteriia__117747;o__Sphingobacteriales__200666;f__Sphingobacteriaceae__84566;g__Sphingobacterium__28453;s__Sphingobacterium sp. KMM 6384__996797
Paracoccus solventivorans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rhodobacterales__204455;f__Paracoccaceae__31989;g__Paracoccus__265;s__Paracoccus solventivorans__53463
Kineosporia succinea,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kineosporiales__622452;f__Kineosporiaceae__83778;g__Kineosporia__49184;s__Kineosporia succinea__84632
secondary endosymbiont of Ctenarytaina eucalypti,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;s__secondary endosymbiont of Ctenarytaina eucalypti__1199245
Desulfobacterium,genus,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfobacteria__3024418;o__Desulfobacterales__213118;f__Desulfobacteriaceae__3023783;g__Desulfobacterium__2295
Blattabacterium sp.,species,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Blattabacteriaceae__39782;g__Blattabacterium__34098;s__Blattabacterium sp.__367806
Desulfobacteriaceae,family,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfobacteria__3024418;o__Desulfobacterales__213118;f__Desulfobacteriaceae__3023783
Desulfatibacillum aliphaticivorans,species,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfobacteria__3024418;o__Desulfobacterales__213118;f__Desulfatibacillaceae__3031627;g__Desulfatibacillum__218207;s__Desulfatibacillum aliphaticivorans__218208
Thermoanaerobacterium sp. JCM 9321,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Thermoanaerobacterales__68295;f__Thermoanaerobacteraceae__186814;g__Thermoanaerobacterium__28895;s__Thermoanaerobacterium sp. JCM 9321__1393035
Nonlabens spongiae,species,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Flavobacteriaceae__49546;g__Nonlabens__363408;s__Nonlabens spongiae__331648
Ruminiclostridium hungatei,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Ruminiclostridium__1508657;s__Ruminiclostridium hungatei__48256
Streptomyces thermoatroviridis,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kitasatosporales__85011;f__Streptomycetaceae__2062;g__Streptomyces__1883;s__Streptomyces thermoatroviridis__285541
Brevibacillus levickii,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Paenibacillaceae__186822;g__Brevibacillus__55080;s__Brevibacillus levickii__278990
Aquitalea denitrificans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Neisseriales__206351;f__Chromobacteriaceae__1499392;g__Aquitalea__407217;s__Aquitalea denitrificans__519081
Halioglobus japonicus,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Cellvibrionales__1706369;f__Halieaceae__1706372;g__Halioglobus__1217416;s__Halioglobus japonicus__930805
Deinococcus pimensis,species,sk__Bacteria__2;p__Deinococcota__1297;c__Deinococci__188787;o__Deinococcales__118964;f__Deinococcaceae__183710;g__Deinococcus__1298;s__Deinococcus pimensis__309888
Roseibium aggregatum,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Stappiaceae__2821832;g__Roseibium__150830;s__Roseibium aggregatum__187304
Vibrio azureus,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Vibrionales__135623;f__Vibrionaceae__641;g__Vibrio__662;s__Vibrio azureus__512649
Kytococcus schroeteri,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Kytococcaceae__2805426;g__Kytococcus__57499;s__Kytococcus schroeteri__138300
Streptomyces roseus,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kitasatosporales__85011;f__Streptomycetaceae__2062;g__Streptomyces__1883;s__Streptomyces roseus__66430
Roseibium,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Stappiaceae__2821832;g__Roseibium__150830
Brevibacterium siliguriense,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Brevibacteriaceae__85019;g__Brevibacterium__1696;s__Brevibacterium siliguriense__1136497
Alkaliflexus imshenetskii,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Marinilabiliales__1970189;f__Marinilabiliaceae__558415;g__Alkaliflexus__286729;s__Alkaliflexus imshenetskii__286730
Kribbella solani,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Propionibacteriales__85009;f__Kribbellaceae__2726069;g__Kribbella__182639;s__Kribbella solani__236067
Apilactobacillus kunkeei,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Apilactobacillus__2767877;s__Apilactobacillus kunkeei__148814
Sulfuricella denitrificans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Nitrosomonadales__32003;f__Sulfuricellaceae__2772226;g__Sulfuricella__935200;s__Sulfuricella denitrificans__649841
Salinisphaerales,order,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Salinisphaerales__742030
Janibacter terrae,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Intrasporangiaceae__85021;g__Janibacter__53457;s__Janibacter terrae__103817
Arthrospira,genus,sk__Bacteria__2;p__Cyanobacteriota__1117;c__Cyanophyceae__3028117;o__Oscillatoriales__1150;f__Microcoleaceae__1892252;g__Arthrospira__35823
Peptoniphilus indolicus,species,sk__Bacteria__2;p__Bacillota__1239;c__Tissierellia__1737404;o__Tissierellales__1737405;f__Peptoniphilaceae__1570339;g__Peptoniphilus__162289;s__Peptoniphilus indolicus__33030
Aquitalea,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Neisseriales__206351;f__Chromobacteriaceae__1499392;g__Aquitalea__407217
Allobaculum stercoricanis,species,sk__Bacteria__2;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827;g__Allobaculum__174708;s__Allobaculum stercoricanis__174709
Salinirepens amamiensis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Crocinitomicaceae__1853230;g__Salinirepens__1233041;s__Salinirepens amamiensis__667303
Brevibacterium mcbrellneri,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Brevibacteriaceae__85019;g__Brevibacterium__1696;s__Brevibacterium mcbrellneri__53363
Amycolatopsis sacchari,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Pseudonocardiales__85010;f__Pseudonocardiaceae__2070;g__Amycolatopsis__1813;s__Amycolatopsis sacchari__115433
Corynebacterium cystitidis,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Mycobacteriales__85007;f__Corynebacteriaceae__1653;g__Corynebacterium__1716;s__Corynebacterium cystitidis__35757
Streptomyces sp. NRRL F-4428,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kitasatosporales__85011;f__Streptomycetaceae__2062;g__Streptomyces__1883;s__Streptomyces sp. NRRL F-4428__1609137
Spongiibacter,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Cellvibrionales__1706369;f__Spongiibacteraceae__1706375;g__Spongiibacter__630749
Oceanospirillum maris,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Oceanospirillales__135619;f__Oceanospirillaceae__135620;g__Oceanospirillum__965;s__Oceanospirillum maris__64977
Photorhabdus temperata,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Morganellaceae__1903414;g__Photorhabdus__29487;s__Photorhabdus temperata__574560
Flavobacterium suncheonense,species,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Flavobacteriaceae__49546;g__Flavobacterium__237;s__Flavobacterium suncheonense__350894
Varibaculum sp. CCUG 45271,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Actinomycetales__2037;f__Actinomycetaceae__2049;g__Varibaculum__184869;s__Varibaculum sp. CCUG 45271__1177732
Oceanobacillus sojae,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Bacillaceae__186817;g__Oceanobacillus__182709;s__Oceanobacillus sojae__582851
Vibrio artabrorum,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Vibrionales__135623;f__Vibrionaceae__641;g__Vibrio__662;s__Vibrio artabrorum__446374
Vreelandella stevensii,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Oceanospirillales__135619;f__Halomonadaceae__28256;g__Vreelandella__3137766;s__Vreelandella stevensii__502821
Pseudoalteromonas arabiensis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Alteromonadales__135622;f__Pseudoalteromonadaceae__267888;g__Pseudoalteromonas__53246;s__Pseudoalteromonas arabiensis__874454
Paenibacillus sp. NBRC 13630,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Paenibacillaceae__186822;g__Paenibacillus__44249;s__Paenibacillus sp. NBRC 13630__1113614
Parasphaerochaeta,genus,sk__Bacteria__2;p__Spirochaetota__203691;c__Spirochaetia__203692;o__Spirochaetales__136;f__Sphaerochaetaceae__2791015;g__Parasphaerochaeta__3062336
Oerskovia sp. CIP101491,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Cellulomonadaceae__85016;g__Oerskovia__162491;s__Oerskovia sp. CIP101491__93680
Shewanella piezotolerans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Alteromonadales__135622;f__Shewanellaceae__267890;g__Shewanella__22;s__Shewanella piezotolerans__404011
Stenotrophomonas sp.,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Xanthomonadales__135614;f__Xanthomonadaceae__32033;g__Stenotrophomonas__40323;s__Stenotrophomonas sp.__69392
Chloroflexus aggregans,species,sk__Bacteria__2;p__Chloroflexota__200795;c__Chloroflexia__32061;o__Chloroflexales__32064;f__Chloroflexaceae__1106;g__Chloroflexus__1107;s__Chloroflexus aggregans__152260
Agrilactobacillus composti,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Agrilactobacillus__2767875;s__Agrilactobacillus composti__398555
Thermobispora bispora,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Streptosporangiales__85012;f__Streptosporangiaceae__2004;g__Thermobispora__147067;s__Thermobispora bispora__2006
Candidatus Hamiltonella,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Candidatus Hamiltonella__568987
Streptomyces sp. NRRL S-15,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kitasatosporales__85011;f__Streptomycetaceae__2062;g__Streptomyces__1883;s__Streptomyces sp. NRRL S-15__1463886
Paucidesulfovibrio longus,species,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfovibrionia__3031449;o__Desulfovibrionales__213115;f__Desulfovibrionaceae__194924;g__Paucidesulfovibrio__2910985;s__Paucidesulfovibrio longus__889
